url,titulo,ubicacion,precio_moneda,precio_valor,imagen_url,fuente,direccion,direccion_raw,direccion_limpia,direccion_norm
https://www.gallito.com.uy/casa-reciclada-y-soleada-en-alquiler-–-union-inmuebles-28125238,Casa Reciclada y Soleada en Alquiler – union,Apartamentos en Union,$U,28500,https://imagenes.gallito.com/rinmu/sinblanco/338x254/251028112427290.jpg,Gallito,Juan B. Morelli y Larravide,Juan B. Morelli y Larravide,"Juan B. Morelli y Larravide, Montevideo, Uruguay","juan b morelli y larravide, montevideo, uruguay"
https://www.gallito.com.uy/alquiler-de-oficina-en-ciudad-vieja-buen-edificio-inmuebles-25381989,ALQUILER DE OFICINA EN CIUDAD VIEJA BUEN EDIFICIO,Oficinas en Ciudad Vieja,U$S,480,https://imagenes.gallito.com/rinmu/sinblanco/338x254/65818462.jpg,Gallito,Misiones y Rincón,Misiones y Rincón,"Misiones y Rincón, Montevideo, Uruguay","misiones y rincon, montevideo, uruguay"
https://www.gallito.com.uy/alquiler-de-apartamento-2-dormitorios-y-servicio-en-pocitos-inmuebles-27642631,Alquiler de Apartamento 2 Dormitorios y Servicio en Pocitos,Apartamentos en Pocitos,$U,46500,https://imagenes.gallito.com/rinmu/sinblanco/338x254/66651265.jpg,Gallito,... y Pocitos,... y Pocitos,"... y Pocitos, Montevideo, Uruguay","y pocitos, montevideo, uruguay"
https://www.gallito.com.uy/casa-en-alquiler-villa-espaã±ola-inmuebles-28133644,Casa en alquiler - Villa EspaÃ±ola,Casas en Villa Española,$U,21000,https://imagenes.gallito.com/rinmu/sinblanco/338x254/66657248.jpg,Gallito,Odense esquina Pamplona - Ref: 269 y Villa Española,Odense esquina Pamplona - Ref: 269 y Villa Española,"Odense y Pamplona -, Villa Española, Montevideo, Uruguay","odense y pamplona , villa espanola, montevideo, uruguay"
https://www.gallito.com.uy/casa-en-alquiler-uniã³n-inmuebles-28133645,Casa en alquiler - UniÃ³n,Casas en Union,$U,21000,https://imagenes.gallito.com/rinmu/sinblanco/338x254/66657256.jpg,Gallito,Odense esquina Pamplona - Ref: 268 y Union,Odense esquina Pamplona - Ref: 268 y Union,"Odense y Pamplona -, Union, Montevideo, Uruguay","odense y pamplona , union, montevideo, uruguay"
https://www.gallito.com.uy/alquiler-apartamento-de-1-dormitorio-en-tres-cruces-inmuebles-28086371,"ALQUILER APARTAMENTO DE 1 DORMITORIO, EN TRES CRUCES",Apartamentos en Tres Cruces,$U,22000,https://imagenes.gallito.com/rinmu/sinblanco/338x254/251018114050310.jpg,Gallito,Cassinoni y Rodo,Cassinoni y Rodo,"Cassinoni y Rodo, Montevideo, Uruguay","cassinoni y rodo, montevideo, uruguay"
https://www.gallito.com.uy/apartamento-en-alquiler-en-prado-agraciada-y-gil-prime-inmuebles-27896933,"Apartamento en alquiler en Prado, Agraciada y Gil, prime...",Apartamentos en Prado,$U,30000,https://imagenes.gallito.com/rinmu/sinblanco/338x254/66530380.jpeg,Gallito,Avenida Agraciada y Esquina,Avenida Agraciada y Esquina,"Avenida Agraciada y esq, Montevideo, Uruguay","avenida agraciada y esq, montevideo, uruguay"
https://www.gallito.com.uy/alquiler-mono-en-pocitos-inmuebles-28027734,Alquiler mono en Pocitos.,Apartamentos en Pocitos,$U,26500,https://imagenes.gallito.com/rinmu/sinblanco/338x254/66259666.jpg,Gallito,26 de Marzo y Pereira,26 de Marzo y Pereira,"26 de Marzo y Pereira, Montevideo, Uruguay","26 de marzo y pereira, montevideo, uruguay"
https://www.gallito.com.uy/alquiler-de-oficina-o-local-en-el-corazon-de-carrasco-inmuebles-27438585,ALQUILER DE OFICINA O LOCAL EN EL CORAZON DE CARRASCO,Oficinas en Carrasco,U$S,1700,https://imagenes.gallito.com/rinmu/sinblanco/338x254/250603170531680.jpg,Gallito,COSTA RICA y AROCENA,COSTA RICA y AROCENA,"COSTA RICA y AROCENA, Montevideo, Uruguay","costa rica y arocena, montevideo, uruguay"
https://www.gallito.com.uy/casa-en-alquiler-la-blanqueada-inmuebles-28032269,Casa en alquiler - La Blanqueada,Casas en La Blanqueada,$U,76000,https://imagenes.gallito.com/rinmu/sinblanco/338x254/66399108.jpg,Gallito,Bulevar Artigas próximo a Garibaldi  - Ref: 253 y La Blanqueada,Bulevar Artigas próximo a Garibaldi  - Ref: 253 y La Blanqueada,"Bulevar Artigas próximo a Garibaldi - y La Blanqueada, Montevideo, Uruguay","bulevar artigas proximo a garibaldi y la blanqueada, montevideo, uruguay"
https://www.gallito.com.uy/alquiler-apartamento-en-zona-de-jacinto-vera-inmuebles-28086581,ALQUILER APARTAMENTO EN ZONA DE JACINTO VERA,Apartamentos en Jacinto Vera,$U,23000,https://imagenes.gallito.com/rinmu/sinblanco/338x254/251018135329540.jpg,Gallito,JACINTO VERA y LAFINUR,JACINTO VERA y LAFINUR,"JACINTO VERA y LAFINUR, Montevideo, Uruguay","jacinto vera y lafinur, montevideo, uruguay"
https://www.gallito.com.uy/apartamento-en-alquiler-1-dormitorio-1-baño-inmuebles-27624846,"Apartamento en alquiler, 1 dormitorio, 1 baño,",Apartamentos en Ciudad Vieja,$U,35000,https://imagenes.gallito.com/rinmu/sinblanco/338x254/66269959.jpg,Gallito,Ref: 13990 y Ciudad Vieja,Ref: 13990 y Ciudad Vieja,"y Ciudad Vieja, Montevideo, Uruguay","y ciudad vieja, montevideo, uruguay"
https://www.gallito.com.uy/alquiler-un-dormitorio-la-blanqueada-con-patio-a-estrenar-inmuebles-27854801,Alquiler un dormitorio la blanqueada con patio a estrenar,Apartamentos en La Blanqueada,$U,27000,https://imagenes.gallito.com/rinmu/sinblanco/338x254/250901203034210.jpg,Gallito,Dámaso Antonio Larrañaga y Urquiza,Dámaso Antonio Larrañaga y Urquiza,"Dámaso Antonio Larrañaga y Urquiza, Montevideo, Uruguay","damaso antonio larranaga y urquiza, montevideo, uruguay"
https://www.gallito.com.uy/imperdible-apto-2-dorm-con-patio-exclusivo-terraza-inmuebles-27892280,IMPERDIBLE APTO 2 DORM CON PATIO EXCLUSIVO + TERRAZA!,Apartamentos en La Blanqueada,$U,41900,https://imagenes.gallito.com/rinmu/sinblanco/338x254/250908134826170.jpg,Gallito,Bv. Batlle y Ordóñez y Mateo Cabral,Bv. Batlle y Ordóñez y Mateo Cabral,"Bulevar. Batlle y Ordóñez, Mateo Cabral, Montevideo, Uruguay","bulevar batlle y ordonez, mateo cabral, montevideo, uruguay"
https://www.gallito.com.uy/piso-alto-con-vista-despejada-inmuebles-27926616,Piso Alto con Vista despejada,Apartamentos en Malvin,$U,41000,https://imagenes.gallito.com/rinmu/sinblanco/338x254/65758838.jpg,Gallito,Estanislao Lopez y Malvin,Estanislao Lopez y Malvin,"Estanislao Lopez y Malvin, Montevideo, Uruguay","estanislao lopez y malvin, montevideo, uruguay"
https://www.gallito.com.uy/local-en-una-muy-buena-ubicacion-inmuebles-25514385,LOCAL EN UNA MUY BUENA UBICACIÓN,Locales en Punta Carretas,$U,25000,https://imagenes.gallito.com/rinmu/sinblanco/338x254/250805165729910.jpg,Gallito,Prox Solano Gracía y Rambla,Prox Solano Gracía y Rambla,"Prox Solano Gracía y Rambla, Montevideo, Uruguay","prox solano gracia y rambla, montevideo, uruguay"
https://www.gallito.com.uy/alquiler-3-dormitorios-y-garage-en-pocitos-inmuebles-27642633,Alquiler 3 Dormitorios y Garage en Pocitos,Apartamentos en Pocitos,$U,46500,https://imagenes.gallito.com/rinmu/sinblanco/338x254/66648095.jpg,Gallito,... y Pocitos,... y Pocitos,"... y Pocitos, Montevideo, Uruguay","y pocitos, montevideo, uruguay"
https://www.gallito.com.uy/super-oportunidad-de-alquiler-no-dude-en-llamar-inmuebles-24607182,"Súper Oportunidad de alquiler, no dude en llamar!!",Apartamentos en Cordon,$U,25500,https://imagenes.gallito.com/rinmu/sinblanco/338x254/231108213006410.jpg,Gallito,MAGALLANES y Guayabos,MAGALLANES y Guayabos,"MAGALLANES y Guayabos, Montevideo, Uruguay","magallanes y guayabos, montevideo, uruguay"
https://www.gallito.com.uy/a-estrenar-cochera-entrada-indep-amplio-divino-inmuebles-27896144,"A estrenar,cochera,entrada indep. amplio,divino.",Apartamentos en Prado,$U,34900,https://imagenes.gallito.com/rinmu/sinblanco/338x254/250909101055910.jpg,Gallito,De pena y Caceres,De pena y Caceres,"De pena y Caceres, Montevideo, Uruguay","de pena y caceres, montevideo, uruguay"
https://www.gallito.com.uy/alquiler-apartamento-punta-carretas-golf-reciclado-a-nuevo-c-inmuebles-27486015,Alquiler Apartamento Punta Carretas Golf Reciclado A Nuevo C,Apartamentos en Punta Carretas,U$S,2500,https://imagenes.gallito.com/rinmu/sinblanco/338x254/250612213727300.jpg,Gallito,"Av. Julio Maria Sosa 2261, 11300 Montevideo y Patria","Av. Julio Maria Sosa 2261, 11300 Montevideo y Patria","Avenida. Julio Maria Sosa 2261, 11300 Montevideo y Patria","avenida julio maria sosa 2261, 11300 montevideo y patria"
https://www.gallito.com.uy/hermoso-apartamento-en-alquiler-en-zona-de-buceo-2-dormitor-inmuebles-28082765,"HERMOSO APARTAMENTO EN ALQUILER EN ZONA DE BUCEO, 2 DORMITOR",Apartamentos en Buceo,$U,28000,https://imagenes.gallito.com/rinmu/sinblanco/338x254/251017190457680.jpg,Gallito,Ramos y Espinosa,Ramos y Espinosa,"Ramos y Espinosa, Montevideo, Uruguay","ramos y espinosa, montevideo, uruguay"
https://www.gallito.com.uy/apartamento-en-alquiler-goes-inmuebles-28125490,Apartamento en alquiler - Goes,Apartamentos en Goes,$U,18800,https://imagenes.gallito.com/rinmu/sinblanco/338x254/66626458.jpg,Gallito,Martin C Martínez esquina Domingo Aramburú  - Ref: 267 y Goes,Martin C Martínez esquina Domingo Aramburú  - Ref: 267 y Goes,"Martin C Martínez y Domingo Aramburú -, Goes, Montevideo, Uruguay","martin c martinez y domingo aramburu , goes, montevideo, uruguay"
https://www.gallito.com.uy/alquiler-de-apartamento-de-1-dormitorio-en-pocitos-a-estrena-inmuebles-28069962,Alquiler de apartamento de 1 dormitorio en Pocitos a estrena,Apartamentos en Pocitos,$U,37000,https://imagenes.gallito.com/rinmu/sinblanco/338x254/66612094.jpg,Gallito,Franzini y Sarmiento,Franzini y Sarmiento,"Franzini y Sarmiento, Montevideo, Uruguay","franzini y sarmiento, montevideo, uruguay"
https://www.gallito.com.uy/amueblado-impecable-apartamento-de-1-dorm-opcion-garage-inmuebles-27907521,AMUEBLADO Impecable apartamento de 1 dorm opcion garage,Apartamentos en Pocitos,$U,37900,https://imagenes.gallito.com/rinmu/sinblanco/338x254/66400919.jpg,Gallito,... y Pocitos,... y Pocitos,"... y Pocitos, Montevideo, Uruguay","y pocitos, montevideo, uruguay"
https://www.gallito.com.uy/alquiler-apartamento-amoblado-de-2-dormitorios-punta-carret-inmuebles-28087189,"ALQUILER APARTAMENTO AMOBLADO DE 2 DORMITORIOS, PUNTA CARRET",Apartamentos en Punta Carretas,U$S,1150,https://imagenes.gallito.com/rinmu/sinblanco/338x254/251018221230700.jpg,Gallito,ACHIRAS y LORENZO JUSTINO PEREZ,ACHIRAS y LORENZO JUSTINO PEREZ,"ACHIRAS y LORENZO JUSTINO PEREZ, Montevideo, Uruguay","achiras y lorenzo justino perez, montevideo, uruguay"
https://www.gallito.com.uy/alquiler-apartamento-2-dormitorios-casi-rambla-garaje-reci-inmuebles-28031090,Alquiler apartamento  2 dormitorios casi rambla garaje reci,Apartamentos en Punta Carretas,$U,64000,https://imagenes.gallito.com/rinmu/sinblanco/338x254/66619976.jpg,Gallito,... y Punta Carretas,... y Punta Carretas,"... y Punta Carretas, Montevideo, Uruguay","y punta carretas, montevideo, uruguay"
https://www.gallito.com.uy/juan-cabal-y-martin-fierro-inmuebles-27977014,Juan cabal y Martín Fierro,Apartamentos en La Blanqueada,$U,18000,https://imagenes.gallito.com/rinmu/sinblanco/338x254/251008115845940.jpg,Gallito,Juan Cabal y Martín Fierrto,Juan Cabal y Martín Fierrto,"Juan Cabal y Martín Fierrto, Montevideo, Uruguay","juan cabal y martin fierrto, montevideo, uruguay"
https://www.gallito.com.uy/imperial-alquiladuplex-2-dorm-cochera-y-patio-cparriller0-inmuebles-27870191,IMPERIAL ALQUILA..DUPLEX 2 DORM COCHERA Y PATIO C.PARRILLER0,Casas en Cerrito,$U,30000,https://imagenes.gallito.com/rinmu/sinblanco/338x254/250904162551920.jpg,Gallito,MANUEL MELENDEZ y CHIMBORAZO,MANUEL MELENDEZ y CHIMBORAZO,"MANUEL MELENDEZ y CHIMBORAZO, Montevideo, Uruguay","manuel melendez y chimborazo, montevideo, uruguay"
https://www.gallito.com.uy/apartamento-en-alquiler-1-dormitorio-1-baño-inmuebles-28125678,"Apartamento en alquiler, 1 dormitorio, 1 baño,",Apartamentos en Centro,$U,31000,https://imagenes.gallito.com/rinmu/sinblanco/338x254/66657010.jpg,Gallito,Ref: 14730 y Centro Montevideo,Ref: 14730 y Centro Montevideo,y Centro Montevideo,y centro montevideo
https://www.gallito.com.uy/alquiler-apartamento-1-dormitorio-la-blanqueada-inmuebles-28098411,ALQUILER APARTAMENTO 1 DORMITORIO - LA BLANQUEADA,Apartamentos en La Blanqueada,$U,19500,https://imagenes.gallito.com/rinmu/sinblanco/338x254/66534128.jpg,Gallito,Canstatt y Luis Alberto de Herrera. A pasos de Bv. Batlle y Ordóñez. - y La Blanqueada,Canstatt y Luis Alberto de Herrera. A pasos de Bv. Batlle y Ordóñez. - y La Blanqueada,"Canstatt y Luis Alberto de Herrera. A pasos de Bulevar. Batlle y Ordóñez. -, La Blanqueada, Montevideo, Uruguay","canstatt y luis alberto de herrera a pasos de bulevar batlle y ordonez , la blanqueada, montevideo, uruguay"
https://www.gallito.com.uy/alquiler-en-el-prado-inmuebles-28129667,Alquiler en el Prado,Apartamentos en Prado,$U,26000,https://imagenes.gallito.com/rinmu/sinblanco/338x254/66657293.jpg,Gallito,Pataleon sotelo y Pantaleon sotelo,Pataleon sotelo y Pantaleon sotelo,"Pataleon sotelo y Pantaleon sotelo, Montevideo, Uruguay","pataleon sotelo y pantaleon sotelo, montevideo, uruguay"
https://www.gallito.com.uy/con-garage-3-dorm-2-baños-impecable-estado-inmuebles-27941712,"Con garage, 3 dorm, 2 baños, impecable estado",Apartamentos en Tres Cruces,$U,52000,https://imagenes.gallito.com/rinmu/sinblanco/338x254/250918155407400.jpg,Gallito,Bv. Gral. Artigas y Av Rivera,Bv. Gral. Artigas y Av Rivera,"Bulevar. Gral. Artigas y Avenida Rivera, Montevideo, Uruguay","bulevar gral artigas y avenida rivera, montevideo, uruguay"
https://www.gallito.com.uy/casa-planta-baja-2-dormitorios-parrillero-inmuebles-28097886,"Casa, planta baja, 2 dormitorios, parrillero",Casas en Brazo Oriental,$U,35000,https://imagenes.gallito.com/rinmu/sinblanco/338x254/251021112436580.jpg,Gallito,Guillermo Tell y Ramon Marquez,Guillermo Tell y Ramon Marquez,"Guillermo Tell y Ramon Marquez, Montevideo, Uruguay","guillermo tell y ramon marquez, montevideo, uruguay"
https://www.gallito.com.uy/baldovino-alq-casa-arenal-grande-2541-villa-muñoz-inmuebles-27831960,Baldovino - Alq Casa - Arenal Grande 2541 - Villa Muñoz,Casas en Villa Muñoz,$U,43000,https://imagenes.gallito.com/rinmu/sinblanco/338x254/250828000428550.jpg,Gallito,Arenal Grande y Concepción Arenal,Arenal Grande y Concepción Arenal,"Arenal Grande y Concepción Arenal, Montevideo, Uruguay","arenal grande y concepcion arenal, montevideo, uruguay"
https://www.gallito.com.uy/apartamento-en-alquiler-tres-cruces-inmuebles-27906830,Apartamento en alquiler - Tres Cruces,Apartamentos en Tres Cruces,$U,22000,https://imagenes.gallito.com/rinmu/sinblanco/338x254/66319797.jpg,Gallito,Cufré esquina General Pagola  - Ref: 235 y Tres Cruces,Cufré esquina General Pagola  - Ref: 235 y Tres Cruces,"Cufré y General Pagola -, Tres Cruces, Montevideo, Uruguay","cufre y general pagola , tres cruces, montevideo, uruguay"
https://www.gallito.com.uy/2-dormitorios-azotea-comun-gastos-comunes-s-5300-inmuebles-28039601,"2 dormitorios, azotea común, gastos comunes $ 5.300",Apartamentos en Buceo,$U,28000,https://imagenes.gallito.com/rinmu/sinblanco/338x254/251009155114450.jpg,Gallito,Ramos 4234 y Solano López,Ramos 4234 y Solano López,"Ramos 4234 y Solano López, Montevideo, Uruguay","ramos 4234 y solano lopez, montevideo, uruguay"
https://www.gallito.com.uy/alquiler-apartamento-punta-carretas-delrey-propiedades-inmuebles-27616311,Alquiler Apartamento - Punta Carretas DelRey Propiedades,Apartamentos en Punta Carretas,U$S,1200,https://imagenes.gallito.com/rinmu/sinblanco/338x254/250711172458550.jpg,Gallito,F.Vidal y 21 de setiembre,F.Vidal y 21 de setiembre,"F.Vidal y 21 de setiembre, Montevideo, Uruguay","f vidal y 21 de setiembre, montevideo, uruguay"
https://www.gallito.com.uy/alquieler-de-casa-de-2-dormitorios-sin-cochera-inmuebles-28106998,ALQUIELER DE CASA DE 2 DORMITORIOS SIN COCHERA,Casas en Prado,$U,31000,https://imagenes.gallito.com/rinmu/sinblanco/338x254/251023150920190.jpg,Gallito,Bernardo susviela y Ramon Caseres,Bernardo susviela y Ramon Caseres,"Bernardo susviela y Ramon Caseres, Montevideo, Uruguay","bernardo susviela y ramon caseres, montevideo, uruguay"
https://www.gallito.com.uy/apto-2-dorm-amueblado-gge-excelente-zona-inmuebles-28077174,APTO 2 DORM AMUEBLADO + GGE! EXCELENTE ZONA,Apartamentos en B. De Carrasco,U$S,1590,https://imagenes.gallito.com/rinmu/sinblanco/338x254/251016160319790.jpg,Gallito,Marsella y Av. La Playa,Marsella y Av. La Playa,"Marsella y Avenida. La Playa, Montevideo, Uruguay","marsella y avenida la playa, montevideo, uruguay"
https://www.gallito.com.uy/divina-a-estrenar-con-patio-parrillero-y-lugar-coche-inmuebles-27342821,DIVINA A ESTRENAR CON PATIO PARRILLERO Y LUGAR COCHE,Casas en Paso De La Arena,$U,24000,https://imagenes.gallito.com/rinmu/sinblanco/338x254/250514140113690.jpg,Gallito,Zanja Reyuna y ideario artiguista,Zanja Reyuna y ideario artiguista,"Zanja Reyuna y ideario artiguista, Montevideo, Uruguay","zanja reyuna y ideario artiguista, montevideo, uruguay"
https://www.gallito.com.uy/casa-reciclada-y-soleada-en-alquiler-–-union-inmuebles-28125238,Casa Reciclada y Soleada en Alquiler – union,Apartamentos en Union,$U,28500,https://imagenes.gallito.com/rinmu/sinblanco/338x254/251028112427290.jpg,Gallito,Juan B. Morelli y Larravide,Juan B. Morelli y Larravide,"Juan B. Morelli y Larravide, Montevideo, Uruguay","juan b morelli y larravide, montevideo, uruguay"
https://www.gallito.com.uy/alquiler-de-oficina-en-ciudad-vieja-buen-edificio-inmuebles-25381989,ALQUILER DE OFICINA EN CIUDAD VIEJA BUEN EDIFICIO,Oficinas en Ciudad Vieja,U$S,480,https://imagenes.gallito.com/rinmu/sinblanco/338x254/65818462.jpg,Gallito,Misiones y Rincón,Misiones y Rincón,"Misiones y Rincón, Montevideo, Uruguay","misiones y rincon, montevideo, uruguay"
https://www.gallito.com.uy/alquiler-de-apartamento-2-dormitorios-y-servicio-en-pocitos-inmuebles-27642631,Alquiler de Apartamento 2 Dormitorios y Servicio en Pocitos,Apartamentos en Pocitos,$U,46500,https://imagenes.gallito.com/rinmu/sinblanco/338x254/66651265.jpg,Gallito,... y Pocitos,... y Pocitos,"... y Pocitos, Montevideo, Uruguay","y pocitos, montevideo, uruguay"
https://www.gallito.com.uy/casa-en-alquiler-villa-espaã±ola-inmuebles-28133644,Casa en alquiler - Villa EspaÃ±ola,Casas en Villa Española,$U,21000,https://imagenes.gallito.com/rinmu/sinblanco/338x254/66657248.jpg,Gallito,Odense esquina Pamplona - Ref: 269 y Villa Española,Odense esquina Pamplona - Ref: 269 y Villa Española,"Odense y Pamplona -, Villa Española, Montevideo, Uruguay","odense y pamplona , villa espanola, montevideo, uruguay"
https://www.gallito.com.uy/casa-en-alquiler-uniã³n-inmuebles-28133645,Casa en alquiler - UniÃ³n,Casas en Union,$U,21000,https://imagenes.gallito.com/rinmu/sinblanco/338x254/66657256.jpg,Gallito,Odense esquina Pamplona - Ref: 268 y Union,Odense esquina Pamplona - Ref: 268 y Union,"Odense y Pamplona -, Union, Montevideo, Uruguay","odense y pamplona , union, montevideo, uruguay"
https://www.gallito.com.uy/alquiler-apartamento-de-1-dormitorio-en-tres-cruces-inmuebles-28086371,"ALQUILER APARTAMENTO DE 1 DORMITORIO, EN TRES CRUCES",Apartamentos en Tres Cruces,$U,22000,https://imagenes.gallito.com/rinmu/sinblanco/338x254/251018114050310.jpg,Gallito,Cassinoni y Rodo,Cassinoni y Rodo,"Cassinoni y Rodo, Montevideo, Uruguay","cassinoni y rodo, montevideo, uruguay"
https://www.gallito.com.uy/apartamento-en-alquiler-en-prado-agraciada-y-gil-prime-inmuebles-27896933,"Apartamento en alquiler en Prado, Agraciada y Gil, prime...",Apartamentos en Prado,$U,30000,https://imagenes.gallito.com/rinmu/sinblanco/338x254/66530380.jpeg,Gallito,Avenida Agraciada y Esquina,Avenida Agraciada y Esquina,"Avenida Agraciada y esq, Montevideo, Uruguay","avenida agraciada y esq, montevideo, uruguay"
https://www.gallito.com.uy/alquiler-mono-en-pocitos-inmuebles-28027734,Alquiler mono en Pocitos.,Apartamentos en Pocitos,$U,26500,https://imagenes.gallito.com/rinmu/sinblanco/338x254/66259666.jpg,Gallito,26 de Marzo y Pereira,26 de Marzo y Pereira,"26 de Marzo y Pereira, Montevideo, Uruguay","26 de marzo y pereira, montevideo, uruguay"
https://www.gallito.com.uy/alquiler-de-oficina-o-local-en-el-corazon-de-carrasco-inmuebles-27438585,ALQUILER DE OFICINA O LOCAL EN EL CORAZON DE CARRASCO,Oficinas en Carrasco,U$S,1700,https://imagenes.gallito.com/rinmu/sinblanco/338x254/250603170531680.jpg,Gallito,COSTA RICA y AROCENA,COSTA RICA y AROCENA,"COSTA RICA y AROCENA, Montevideo, Uruguay","costa rica y arocena, montevideo, uruguay"
https://www.gallito.com.uy/casa-en-alquiler-la-blanqueada-inmuebles-28032269,Casa en alquiler - La Blanqueada,Casas en La Blanqueada,$U,76000,https://imagenes.gallito.com/rinmu/sinblanco/338x254/66399108.jpg,Gallito,Bulevar Artigas próximo a Garibaldi  - Ref: 253 y La Blanqueada,Bulevar Artigas próximo a Garibaldi  - Ref: 253 y La Blanqueada,"Bulevar Artigas próximo a Garibaldi - y La Blanqueada, Montevideo, Uruguay","bulevar artigas proximo a garibaldi y la blanqueada, montevideo, uruguay"
https://www.gallito.com.uy/alquiler-apartamento-en-zona-de-jacinto-vera-inmuebles-28086581,ALQUILER APARTAMENTO EN ZONA DE JACINTO VERA,Apartamentos en Jacinto Vera,$U,23000,https://imagenes.gallito.com/rinmu/sinblanco/338x254/251018135329540.jpg,Gallito,JACINTO VERA y LAFINUR,JACINTO VERA y LAFINUR,"JACINTO VERA y LAFINUR, Montevideo, Uruguay","jacinto vera y lafinur, montevideo, uruguay"
https://www.gallito.com.uy/apartamento-en-alquiler-1-dormitorio-1-baño-inmuebles-27624846,"Apartamento en alquiler, 1 dormitorio, 1 baño,",Apartamentos en Ciudad Vieja,$U,35000,https://imagenes.gallito.com/rinmu/sinblanco/338x254/66269959.jpg,Gallito,Ref: 13990 y Ciudad Vieja,Ref: 13990 y Ciudad Vieja,"y Ciudad Vieja, Montevideo, Uruguay","y ciudad vieja, montevideo, uruguay"
https://www.gallito.com.uy/alquiler-un-dormitorio-la-blanqueada-con-patio-a-estrenar-inmuebles-27854801,Alquiler un dormitorio la blanqueada con patio a estrenar,Apartamentos en La Blanqueada,$U,27000,https://imagenes.gallito.com/rinmu/sinblanco/338x254/250901203034210.jpg,Gallito,Dámaso Antonio Larrañaga y Urquiza,Dámaso Antonio Larrañaga y Urquiza,"Dámaso Antonio Larrañaga y Urquiza, Montevideo, Uruguay","damaso antonio larranaga y urquiza, montevideo, uruguay"
https://www.gallito.com.uy/imperdible-apto-2-dorm-con-patio-exclusivo-terraza-inmuebles-27892280,IMPERDIBLE APTO 2 DORM CON PATIO EXCLUSIVO + TERRAZA!,Apartamentos en La Blanqueada,$U,41900,https://imagenes.gallito.com/rinmu/sinblanco/338x254/250908134826170.jpg,Gallito,Bv. Batlle y Ordóñez y Mateo Cabral,Bv. Batlle y Ordóñez y Mateo Cabral,"Bulevar. Batlle y Ordóñez, Mateo Cabral, Montevideo, Uruguay","bulevar batlle y ordonez, mateo cabral, montevideo, uruguay"
https://www.gallito.com.uy/piso-alto-con-vista-despejada-inmuebles-27926616,Piso Alto con Vista despejada,Apartamentos en Malvin,$U,41000,https://imagenes.gallito.com/rinmu/sinblanco/338x254/65758838.jpg,Gallito,Estanislao Lopez y Malvin,Estanislao Lopez y Malvin,"Estanislao Lopez y Malvin, Montevideo, Uruguay","estanislao lopez y malvin, montevideo, uruguay"
https://www.gallito.com.uy/local-en-una-muy-buena-ubicacion-inmuebles-25514385,LOCAL EN UNA MUY BUENA UBICACIÓN,Locales en Punta Carretas,$U,25000,https://imagenes.gallito.com/rinmu/sinblanco/338x254/250805165729910.jpg,Gallito,Prox Solano Gracía y Rambla,Prox Solano Gracía y Rambla,"Prox Solano Gracía y Rambla, Montevideo, Uruguay","prox solano gracia y rambla, montevideo, uruguay"
https://www.gallito.com.uy/alquiler-3-dormitorios-y-garage-en-pocitos-inmuebles-27642633,Alquiler 3 Dormitorios y Garage en Pocitos,Apartamentos en Pocitos,$U,46500,https://imagenes.gallito.com/rinmu/sinblanco/338x254/66648095.jpg,Gallito,... y Pocitos,... y Pocitos,"... y Pocitos, Montevideo, Uruguay","y pocitos, montevideo, uruguay"
https://www.gallito.com.uy/super-oportunidad-de-alquiler-no-dude-en-llamar-inmuebles-24607182,"Súper Oportunidad de alquiler, no dude en llamar!!",Apartamentos en Cordon,$U,25500,https://imagenes.gallito.com/rinmu/sinblanco/338x254/231108213006410.jpg,Gallito,MAGALLANES y Guayabos,MAGALLANES y Guayabos,"MAGALLANES y Guayabos, Montevideo, Uruguay","magallanes y guayabos, montevideo, uruguay"
https://www.gallito.com.uy/a-estrenar-cochera-entrada-indep-amplio-divino-inmuebles-27896144,"A estrenar,cochera,entrada indep. amplio,divino.",Apartamentos en Prado,$U,34900,https://imagenes.gallito.com/rinmu/sinblanco/338x254/250909101055910.jpg,Gallito,De pena y Caceres,De pena y Caceres,"De pena y Caceres, Montevideo, Uruguay","de pena y caceres, montevideo, uruguay"
https://www.gallito.com.uy/alquiler-apartamento-punta-carretas-golf-reciclado-a-nuevo-c-inmuebles-27486015,Alquiler Apartamento Punta Carretas Golf Reciclado A Nuevo C,Apartamentos en Punta Carretas,U$S,2500,https://imagenes.gallito.com/rinmu/sinblanco/338x254/250612213727300.jpg,Gallito,"Av. Julio Maria Sosa 2261, 11300 Montevideo y Patria","Av. Julio Maria Sosa 2261, 11300 Montevideo y Patria","Avenida. Julio Maria Sosa 2261, 11300 Montevideo y Patria","avenida julio maria sosa 2261, 11300 montevideo y patria"
https://www.gallito.com.uy/hermoso-apartamento-en-alquiler-en-zona-de-buceo-2-dormitor-inmuebles-28082765,"HERMOSO APARTAMENTO EN ALQUILER EN ZONA DE BUCEO, 2 DORMITOR",Apartamentos en Buceo,$U,28000,https://imagenes.gallito.com/rinmu/sinblanco/338x254/251017190457680.jpg,Gallito,Ramos y Espinosa,Ramos y Espinosa,"Ramos y Espinosa, Montevideo, Uruguay","ramos y espinosa, montevideo, uruguay"
